4.818260007256962990e-02,3.413148523789935108e-04,6.201055622751891309e-03
5.080106195820478093e-02,1.637009335674119827e-03,1.597717137157605386e-03
4.837105036286315496e-02,1.704476342703559882e-03,1.261278463481430327e-03
4.797312511975303229e-02,5.724349507960007711e-04,3.633505200582318531e-03
4.918542206320297705e-02,1.367751729348584732e-03,1.680344090349430910e-03
4.797857900849101381e-02,6.056775711684857667e-04,3.435642124675812245e-03
5.787394295838725611e-02,5.073027060160041797e-04,8.684103570745626416e-03
5.139259381829709011e-02,1.876073873614068476e-03,1.460199178290185048e-03
5.385647552713580810e-02,2.143489295797839072e-03,1.541311015833632002e-03
5.372024944292475707e-02,1.473480580823708242e-03,2.219563382918362301e-03
4.685929201298846131e-02,4.162305334058740672e-04,4.548925672778729966e-03
4.917120144210183202e-02,3.915252412878677136e-04,5.863317331110304807e-03
4.436047618066825404e-02,6.227536731509662618e-04,2.441902870499970419e-03
4.597588270596838361e-02,1.124643041714864459e-03,1.560146890109051238e-03
5.841458831272110241e-02,4.366355328093480159e-04,1.047191459661736719e-02
5.952565356480427061e-02,8.377347751390273184e-04,5.885319325606001330e-03
6.765907057216279108e-02,1.360217277613209484e-03,6.050004660297195712e-03
5.105603835619464820e-02,1.650666432427890873e-03,1.616549540640626129e-03
4.244107385888402223e-02,2.070014358539174273e-03,6.155055650554342155e-04
3.805778773758984601e-02,1.982962069178952937e-03,4.154508358101352832e-04
4.431793698823747324e-02,7.536678090368104923e-04,2.010009279755372181e-03
5.518920285008045018e-02,1.770765382836941067e-03,2.057383948483572800e-03
6.149512657335753224e-02,9.820887376971623554e-04,5.718366070150043660e-03
4.607471023782704761e-02,7.597497301794425102e-04,2.329376993320535823e-03
4.396369424668883363e-02,9.505102265700096122e-04,1.543404660058469860e-03
3.936639005026797838e-02,8.572155180280955017e-04,1.100201483635522776e-03
6.489785057120811551e-02,1.124231573043659891e-03,6.196199042606248715e-03
3.547493423743943580e-02,2.743215393984638336e-04,2.267181936144938102e-03
6.527452016207270502e-02,7.828130285008588329e-04,9.107026336613407991e-03
5.363075247089476444e-02,1.277740978961147038e-03,2.542568275783113185e-03
3.842056542456306900e-02,6.931430702456388556e-04,1.234502596886667214e-03
5.016282794832974817e-02,9.689326424223107005e-04,2.566222726010483016e-03
4.827293876768472963e-02,2.552276958553668321e-04,8.355011281101680856e-03
5.199309259962284213e-02,1.051064560254504239e-03,2.730317135458640732e-03
4.988847206142165563e-02,9.810576254580165648e-04,2.479511802131347670e-03
5.840396681675999457e-02,2.162407680601355689e-04,2.112962028881303425e-02
5.177039378985684448e-02,1.355098393382056423e-03,2.081684598641904155e-03
5.266212660718039285e-02,6.131022255328731109e-04,4.926296695450604370e-03
4.037213448622040124e-02,1.427716668573483132e-03,7.307094112637361333e-04
4.565569317136543986e-02,1.335536637520712885e-03,1.277567463266050807e-03
4.249734990718763428e-02,1.561579192022922741e-03,8.202443870349654127e-04
4.550791675727771518e-02,1.871236822492687753e-03,9.000755214236021758e-04
4.498559192447713212e-02,1.999775067595746785e-04,8.042156007263623688e-03
4.546054050474290786e-02,1.117357684684140793e-03,1.501087627630330427e-03
5.575670118735337466e-02,1.437917296181333727e-03,2.639455000900630451e-03
5.807163480414916784e-02,7.140988981897569785e-04,6.253997909227109256e-03
4.894649128410499817e-02,1.285837544886156772e-03,1.752911713444310800e-03
5.158003975589783158e-02,4.454103844501742029e-04,6.240598433635722794e-03
6.077622485382827566e-02,1.204674799762189179e-03,4.447592004057304184e-03
4.879534578793218169e-02,1.230299414169129567e-03,1.809517003443986485e-03
5.535490356772588411e-02,1.190662924104947396e-03,3.096673726813977366e-03
5.807571410074232471e-02,9.390276668664091463e-04,4.757291155534941994e-03
4.588094398230894988e-02,9.380134305551667342e-04,1.855155029286692904e-03
4.783418396236882586e-02,9.362802931911261631e-04,2.195874325614146326e-03
5.247093885993461826e-02,-1.548975609073854030e-04,-1.921722375284879575e-02
5.247093885993461826e-02,-1.548975609073854030e-04,-1.921722375284879575e-02
5.830653838245898613e-02,3.014735530784620624e-04,1.505496325970521500e-02
4.682543048885010051e-02,1.004901290477150464e-03,1.878726653462984945e-03
5.362833681974916999e-02,-2.164311549729893043e-04,-1.500781342912479825e-02
5.362833681974916999e-02,-2.164311549729893043e-04,-1.500781342912479825e-02
4.366558639767306738e-02,4.246742421691354326e-04,3.361717016108399080e-03
5.768960264944807820e-02,1.689877052780812709e-03,2.573919545267392035e-03
4.842525041074496189e-02,1.544507611244528818e-03,1.398161481960674690e-03
5.444299843109317444e-02,4.106695182945785958e-04,8.401088508796061838e-03
4.491716734202187006e-02,1.646290629120162555e-03,9.709633110753446627e-04
5.600193888835933859e-02,7.925076266092466069e-04,4.873811055090223644e-03
5.309789815570446769e-02,1.112216684642397318e-03,2.806595345460950915e-03
5.194386228096587593e-02,9.711886361033766771e-04,2.943697962813675035e-03
6.809720617942892351e-02,8.479701568800498317e-04,9.958558882018315322e-03
4.670426653291652463e-02,6.057480267749554368e-04,3.084566246881415875e-03
